TDNTuple3Agt: USESYM:true, P:4, NORMALIZE:false, sigmoid:tanh, lambda:0.16, horizon:3, AFTERSTATE:false, learnFromRM: true
TDNTuple3Agt: alpha_init->final:3.7->3.7, epsilon_init->final:0.1->0.0, gamma: 1.0, fixed n-tuple, mode=1, evalQ: 3, evalT: 5
run, gameNum, evalQ, evalT, actionNum, trnMoves, elapsedTime, movesSecond, lambda, null
0, 100000, 6.938893903907228E-18, -0.15, 2624124, 2524124, 182.975, 14341.43462221615, 0.0, 0.0
0, 200000, 0.1, 0.049999999999999996, 5494066, 5294066, 381.542, 14399.636213051252, 0.0, 0.0
0, 300000, 0.7000000000000003, 0.07500000000000001, 8410282, 8110282, 584.19, 14396.484020609732, 0.0, 0.0
0, 400000, 6.938893903907228E-18, -0.3, 11390085, 10990085, 789.815, 14421.2062318391, 0.0, 0.0
0, 500000, -0.7250000000000003, -0.6500000000000002, 14406068, 13906068, 998.294, 14430.686751598227, 0.0, 0.0
0, 600000, 0.9500000000000005, 0.7250000000000003, 17428390, 16828390, 1206.814, 14441.653809120542, 0.0, 0.0
0, 700000, 0.9000000000000005, 0.6500000000000002, 20432326, 19732326, 1414.297, 14446.98390790619, 0.0, 0.0
0, 800000, 1.0000000000000004, 0.4250000000000001, 23462125, 22662125, 1623.04, 14455.66652701104, 0.0, 0.0
0, 900000, 0.4750000000000001, 0.24999999999999997, 26537941, 25637941, 1834.635, 14464.97041645886, 0.0, 0.0
0, 1000000, 0.8500000000000004, 0.7250000000000003, 29575849, 28575849, 2044.554, 14465.672709060264, 0.0, 0.0
0, 1100000, 0.9250000000000005, 0.325, 32631991, 31531991, 2255.577, 14467.247626660494, 0.0, 0.0
0, 1200000, 0.9500000000000005, 0.8000000000000004, 35711793, 34511793, 2468.99, 14464.130271892556, 0.0, 0.0
0, 1300000, 0.9500000000000005, 0.7750000000000004, 38803839, 37503839, 2683.64, 14459.405508935626, 0.0, 0.0
0, 1400000, 1.0000000000000004, 0.8000000000000004, 41910928, 40510928, 2898.849, 14457.78238190399, 0.0, 0.0
0, 1500000, 0.9500000000000005, 0.7250000000000003, 45026725, 43526725, 3114.598, 14456.673060215155, 0.0, 0.0
0, 1600000, 0.9750000000000005, 0.5000000000000001, 48174333, 46574333, 3332.227, 14457.098210896196, 0.0, 0.0
0, 1700000, -0.5500000000000002, -0.5250000000000001, 51318638, 49618638, 3549.622, 14457.493783845153, 0.0, 0.0
0, 1800000, 0.9250000000000005, 0.7500000000000003, 54491181, 52691181, 3767.957, 14461.731118481448, 0.0, 0.0
0, 1900000, 0.9250000000000005, 0.7750000000000004, 57616193, 55716193, 3984.434, 14460.320587566513, 0.0, 0.0
0, 2000000, -0.07500000000000001, -0.175, 60742824, 58742824, 4201.225, 14458.360121155138, 0.0, 0.0
0, 2100000, 1.0000000000000004, 0.7250000000000003, 63908979, 61808979, 4419.825, 14459.617518793166, 0.0, 0.0
0, 2200000, 0.9500000000000005, 0.9000000000000005, 67046885, 64846885, 4637.676, 14457.000661538235, 0.0, 0.0
0, 2300000, -0.8500000000000004, -0.9000000000000005, 70240040, 67940040, 4857.506, 14460.103600489632, 0.0, 0.0
0, 2400000, 1.0000000000000004, 0.9000000000000005, 73396936, 70996936, 5075.689, 14460.487236314124, 0.0, 0.0
0, 2500000, 1.0000000000000004, 0.8000000000000004, 76556856, 74056856, 5294.268, 14460.328793328936, 0.0, 0.0
0, 2600000, 1.0000000000000004, 0.9000000000000005, 79706268, 77106268, 5512.888, 14458.169293481022, 0.0, 0.0
0, 2700000, 1.0000000000000004, 0.8250000000000004, 82889639, 80189639, 5733.111, 14458.055844374896, 0.0, 0.0
0, 2800000, 1.0000000000000004, 0.8750000000000004, 86069238, 83269238, 5952.987, 14458.1599119904, 0.0, 0.0
0, 2900000, 1.0000000000000004, 0.8750000000000004, 89275414, 86375414, 6174.159, 14459.52622859243, 0.0, 0.0
0, 3000000, 0.325, 0.4500000000000001, 92532723, 89532723, 6398.059, 14462.624211499144, 0.0, 0.0
0, 3100000, 0.9750000000000005, 0.9250000000000005, 95779078, 92679078, 6621.363, 14465.160420898233, 0.0, 0.0
0, 3200000, 0.9500000000000005, 0.9000000000000005, 99006457, 95806457, 6844.047, 14466.06912547503, 0.0, 0.0
0, 3300000, 1.0000000000000004, 0.9000000000000005, 102243579, 98943579, 7067.031, 14467.685085858546, 0.0, 0.0
0, 3400000, 1.0000000000000004, 1.0000000000000004, 105493898, 102093898, 7291.434, 14468.196242330383, 0.0, 0.0
0, 3500000, 0.9750000000000005, 0.9250000000000005, 108721122, 105221122, 7513.949, 14469.238745165825, 0.0, 0.0
0, 3600000, 1.0000000000000004, 0.8500000000000004, 111975585, 108375585, 7738.885, 14469.214234350296, 0.0, 0.0
0, 3700000, 1.0000000000000004, 1.0000000000000004, 115300118, 111600118, 7966.779, 14472.614089081671, 0.0, 0.0
0, 3800000, 0.9500000000000005, 0.8000000000000004, 118615511, 114815511, 8193.917, 14476.044973362557, 0.0, 0.0
0, 3900000, 1.0000000000000004, 0.9250000000000005, 121913917, 118013917, 8420.077, 14478.955121194262, 0.0, 0.0
0, 4000000, 1.0000000000000004, 0.9250000000000005, 125257619, 121257619, 8648.94, 14482.424320205711, 0.0, 0.0
0, 4100000, 1.0000000000000004, 0.8500000000000004, 128597852, 124497852, 8877.103, 14486.466136531255, 0.0, 0.0
0, 4200000, 0.9500000000000005, 0.8250000000000004, 131982289, 127782289, 9107.226, 14492.040605997918, 0.0, 0.0
0, 4300000, 1.0000000000000004, 0.8000000000000004, 135355406, 131055406, 9339.033, 14493.514050116324, 0.0, 0.0
0, 4400000, 1.0000000000000004, 0.8000000000000004, 138774350, 134374350, 9572.478, 14497.22318505198, 0.0, 0.0
0, 4500000, 1.0000000000000004, 0.7750000000000004, 142147504, 137647504, 9802.69, 14500.867006913408, 0.0, 0.0
0, 4600000, 1.0000000000000004, 0.9250000000000005, 145583053, 140983053, 10036.105, 14505.931633836035, 0.0, 0.0
0, 4700000, 1.0000000000000004, 0.9000000000000005, 149051015, 144351015, 10270.868, 14512.017387430156, 0.0, 0.0
0, 4800000, 1.0000000000000004, 0.9750000000000005, 152469124, 147669124, 10503.516, 14516.00816336168, 0.0, 0.0
0, 4900000, 0.9750000000000005, 0.7250000000000003, 155847977, 150947977, 10733.093, 14520.322986114066, 0.0, 0.0
0, 5000000, 1.0000000000000004, 0.8000000000000004, 159270109, 154270109, 10964.445, 14526.052983073927, 0.0, 0.0
0, 5100000, 0.9500000000000005, 0.9750000000000005, 162686639, 157586639, 11196.895, 14529.62084577912, 0.0, 0.0
0, 5200000, 1.0000000000000004, 0.8000000000000004, 166077402, 160877402, 11428.973, 14531.262082778567, 0.0, 0.0
0, 5300000, 1.0000000000000004, 0.9750000000000005, 169482264, 164182264, 11663.705, 14530.73993212277, 0.0, 0.0
0, 5400000, 1.0000000000000004, 0.9000000000000005, 172991439, 167591439, 11901.228, 14535.59573852379, 0.0, 0.0
0, 5500000, 1.0000000000000004, 0.8500000000000004, 176395512, 170895512, 12131.634, 14540.12806518891, 0.0, 0.0
0, 5600000, 1.0000000000000004, 0.8500000000000004, 179739310, 174139310, 12359.536, 14542.561306508594, 0.0, 0.0
0, 5700000, 1.0000000000000004, 0.9500000000000005, 183138765, 177438765, 12589.121, 14547.383014270814, 0.0, 0.0
0, 5800000, 1.0000000000000004, 0.8250000000000004, 186667284, 180867284, 12826.062, 14553.748765599294, 0.0, 0.0
0, 5900000, 0.9750000000000005, 0.8250000000000004, 189992439, 184092439, 13052.998, 14555.463733312456, 0.0, 0.0
0, 6000000, 1.0000000000000004, 0.7750000000000004, 193225281, 187225281, 13274.817, 14555.777379077996, 0.0, 0.0
0, 100000, -0.9000000000000005, -0.9500000000000005, 2625840, 2525840, 248.93, 10548.50761258185, 0.04, 0.0
0, 200000, -0.7000000000000003, -0.9000000000000005, 5522613, 5322613, 521.099, 10598.011126484602, 0.04, 0.0
0, 300000, -0.6000000000000002, -0.9000000000000005, 8466045, 8166045, 797.755, 10612.337121045935, 0.04, 0.0
0, 400000, 0.27499999999999997, 0.175, 11437384, 11037384, 1076.278, 10626.793449276116, 0.04, 0.0
0, 500000, 0.7250000000000003, -0.125, 14427398, 13927398, 1356.299, 10637.328494675585, 0.04, 0.0
0, 600000, 0.8000000000000004, 0.6000000000000002, 17407838, 16807838, 1635.772, 10641.970885918086, 0.04, 0.0
0, 700000, 0.9750000000000005, 0.5250000000000001, 20426437, 19726437, 1917.907, 10650.379293677952, 0.04, 0.0
0, 800000, 0.9500000000000005, 0.5500000000000002, 23453570, 22653570, 2201.48, 10653.546704943947, 0.04, 0.0
0, 900000, 0.9500000000000005, 0.7000000000000003, 26494279, 25594279, 2486.07, 10657.092921760046, 0.04, 0.0
0, 1000000, -0.8250000000000004, -0.8250000000000004, 29553200, 28553200, 2772.831, 10658.132428554065, 0.04, 0.0
0, 1100000, 0.9500000000000005, 0.45000000000000007, 32593413, 31493413, 3057.551, 10659.973619409782, 0.04, 0.0
